site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
nwr,2023.238150,20230328 2210,250.000,10.000,21.830,0.190,2023-03-28 22:10:00+00:00,4.802,279.000
nwr,2023.257230,20230404 2120,350.000,4.000,21.670,0.040,2023-04-04 21:20:00+00:00,2.463,281.987
nwr,2023.276410,20230411 2119,260.000,11.000,21.550,0.040,2023-04-11 21:19:00+00:00,4.870,267.050
nwr,2023.292230,20230417 1556,235.000,17.000,21.540,0.030,2023-04-17 15:56:00+00:00,4.304,277.601
nwr,2023.314260,20230425 1653,255.000,6.000,21.560,0.080,2023-04-25 16:53:00+00:00,1.970,276.815
nwr,2023.333580,20230502 1812,220.000,3.000,21.360,0.010,2023-05-02 18:12:00+00:00,2.088,244.175
nwr,2023.352470,20230509 1538,240.000,3.000,21.250,0.000,2023-05-09 15:38:00+00:00,1.271,236.900
nwr,2023.371710,20230516 1613,265.000,14.000,21.470,0.090,2023-05-16 16:13:00+00:00,5.734,277.866
nwr,2023.391320,20230523 1957,350.000,2.000,21.580,0.050,2023-05-23 19:57:00+00:00,2.420,98.950
nwr,2023.415660,20230601 1710,320.000,4.000,21.260,0.010,2023-06-01 17:10:00+00:00,0.793,320.480
nwr,2023.435370,20230608 2149,250.000,5.000,21.550,0.010,2023-06-08 21:49:00+00:00,1.120,206.331
nwr,2023.448750,20230613 1905,240.000,11.000,21.640,0.060,2023-06-13 19:05:00+00:00,4.527,281.333
nwr,2023.467990,20230620 1936,180.000,4.000,21.410,0.040,2023-06-20 19:36:00+00:00,1.312,267.212
nwr,2023.483940,20230626 1518,240.000,8.000,21.240,0.000,2023-06-26 15:18:00+00:00,4.760,270.000
nwr,2023.511480,20230706 1634,275.000,6.000,21.460,0.010,2023-07-06 16:34:00+00:00,2.455,276.236
nwr,2023.524990,20230711 1455,240.000,17.000,21.290,0.060,2023-07-11 14:55:00+00:00,4.152,273.499
nwr,2023.541430,20230717 1456,275.000,10.000,21.130,0.130,2023-07-17 14:56:00+00:00,2.391,272.730
nwr,2023.560990,20230724 1815,300.000,6.000,21.090,0.080,2023-07-24 18:15:00+00:00,3.795,296.000
nwr,2023.591070,20230804 1748,250.000,8.000,21.200,0.030,2023-08-04 17:48:00+00:00,6.762,269.200
nwr,2023.601930,20230808 1657,250.000,2.000,21.390,0.050,2023-08-08 16:57:00+00:00,5.258,264.404
nwr,2023.621010,20230815 1601,220.000,10.000,21.430,0.000,2023-08-15 16:01:00+00:00,3.465,280.083
nwr,2023.640150,20230822 1545,270.000,8.000,21.170,0.030,2023-08-22 15:45:00+00:00,0.820,158.850
nwr,2023.656560,20230828 1526,270.000,6.000,21.120,0.020,2023-08-28 15:26:00+00:00,1.060,289.807
nwr,2023.684120,20230907 1652,225.000,12.000,21.020,0.070,2023-09-07 16:52:00+00:00,6.722,279.600
nwr,2023.697910,20230912 1742,325.000,4.000,21.500,0.140,2023-09-12 17:42:00+00:00,2.530,279.000
nwr,2023.722390,20230921 1608,250.000,6.000,21.030,0.010,2023-09-21 16:08:00+00:00,2.007,235.400
nwr,2023.736530,20230926 2000,250.000,4.000,21.800,0.040,2023-09-26 20:00:00+00:00,2.400,272.000
nwr,2023.752530,20231002 1611,175.000,10.000,21.110,0.030,2023-10-02 16:11:00+00:00,2.758,173.553
nwr,2023.799280,20231019 1744,225.000,16.000,21.280,0.030,2023-10-19 17:44:00+00:00,3.400,276.733
nwr,2023.815840,20231025 1846,240.000,7.000,21.240,0.110,2023-10-25 18:46:00+00:00,4.308,266.700
nwr,2023.870330,20231114 1603,225.000,18.000,21.440,0.060,2023-11-14 16:03:00+00:00,3.573,280.850
nwr,2023.886960,20231120 1748,300.000,7.000,21.600,0.010,2023-11-20 17:48:00+00:00,1.982,321.801
nwr,2023.908850,20231128 1734,280.000,16.000,21.250,0.060,2023-11-28 17:34:00+00:00,3.733,277.300
nwr,2023.928240,20231205 1925,270.000,15.000,21.500,0.010,2023-12-05 19:25:00+00:00,4.702,280.750
nwr,2023.952910,20231214 1930,300.000,12.000,21.340,0.010,2023-12-14 19:30:00+00:00,1.355,273.500
nwr,2023.966700,20231219 2015,175.000,15.000,21.090,0.030,2023-12-19 20:15:00+00:00,4.405,271.249
nwr,2023.985980,20231226 2111,260.000,19.000,21.500,0.070,2023-12-26 21:11:00+00:00,4.610,275.817
nwr,2024.004640,20240102 1646,250.000,8.000,21.290,0.000,2024-01-02 16:46:00+00:00,1.375,275.081
nwr,2024.051190,20240119 1740,200.000,20.000,21.360,0.030,2024-01-19 17:40:00+00:00,4.883,278.000
nwr,2024.059350,20240122 1721,200.000,12.000,21.340,0.050,2024-01-22 17:21:00+00:00,0.593,278.691
nwr,2024.081640,20240130 2106,320.000,2.000,21.480,0.010,2024-01-30 21:06:00+00:00,1.110,275.000
nwr,2024.119500,20240213 1740,200.000,12.000,21.440,0.010,2024-02-13 17:40:00+00:00,4.630,278.999
nwr,2024.138590,20240220 1722,200.000,6.000,21.370,0.010,2024-02-20 17:22:00+00:00,5.997,265.633
nwr,2024.158000,20240227 1950,200.000,8.000,21.430,0.000,2024-02-27 19:50:00+00:00,7.855,271.666
nwr,2024.176700,20240305 1610,200.000,7.000,21.260,0.020,2024-03-05 16:10:00+00:00,4.423,280.334
nwr,2024.215110,20240319 1730,270.000,2.000,21.010,0.000,2024-03-19 17:30:00+00:00,1.050,269.500
nwr,2024.234230,20240326 1726,170.000,14.000,21.510,0.000,2024-03-26 17:26:00+00:00,5.539,274.300
nwr,2024.253260,20240402 1637,300.000,2.000,21.890,0.200,2024-04-02 16:37:00+00:00,2.021,290.878
nwr,2024.277870,20240411 1650,270.000,16.000,21.310,0.040,2024-04-11 16:50:00+00:00,5.357,281.833
nwr,2024.294410,20240417 1806,250.000,6.000,21.260,0.080,2024-04-17 18:06:00+00:00,9.011,270.600
nwr,2024.310980,20240423 1941,240.000,7.000,21.570,0.020,2024-04-23 19:41:00+00:00,3.557,276.101
nwr,2024.330250,20240430 2057,250.000,8.000,21.450,0.070,2024-04-30 20:57:00+00:00,7.835,267.000
nwr,2024.351740,20240508 1739,190.000,16.000,21.470,0.030,2024-05-08 17:39:00+00:00,6.009,285.000
nwr,2024.365290,20240513 1645,320.000,8.000,21.840,0.030,2024-05-13 16:45:00+00:00,3.205,294.505
nwr,2024.384820,20240520 2013,200.000,8.000,21.480,0.060,2024-05-20 20:13:00+00:00,2.934,203.553
nwr,2024.406400,20240528 1750,270.000,4.000,21.710,0.010,2024-05-28 17:50:00+00:00,0.900,236.361
nwr,2024.425560,20240604 1807,180.000,18.000,21.240,0.010,2024-06-04 18:07:00+00:00,10.501,277.117
nwr,2024.444400,20240611 1536,220.000,10.000,20.960,0.030,2024-06-11 15:36:00+00:00,2.720,272.000
nwr,2024.461230,20240617 1928,200.000,7.000,21.010,0.090,2024-06-17 19:28:00+00:00,5.731,228.533
nwr,2024.479900,20240624 1528,200.000,10.000,20.890,0.020,2024-06-24 15:28:00+00:00,3.471,282.467
nwr,2024.498960,20240701 1452,250.000,8.000,20.810,0.020,2024-07-01 14:52:00+00:00,4.153,258.799
nwr,2024.540090,20240716 1608,200.000,6.000,20.950,0.010,2024-07-16 16:08:00+00:00,2.731,280.014
