site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
alt,2002.79628,20021018 1524,190.0,3.2,14.85,0.14,2002-10-18 15:24:00+00:00,1.574,281.80125000363216
alt,2002.83195,20021031 1555,264.0,1.4,14.77,0.04,2002-10-31 15:55:00+00:00,2.6125,301.7500872592004
alt,2002.85099,20021107 1438,185.0,3.6,15.01,0.29,2002-11-07 14:38:00+00:00,2.336333333333333,253.66351413599708
alt,2002.87022,20021114 1509,169.0,3.3,14.88,0.48,2002-11-14 15:09:00+00:00,0.6799999999999999,174.81883040209027
alt,2002.89212,20021122 1500,196.0,1.2,14.93,0.18,2002-11-22 15:00:00+00:00,2.45,258.0
alt,2002.92775,20021205 1505,0.0,0.0,15.02,0.02,2002-12-05 15:05:00+00:00,2.4450000000000003,309.9166698985218
alt,2002.96613,20021219 1519,261.0,1.4,15.83,0.22,2002-12-19 15:19:00+00:00,1.5173333333333334,234.8373713403678
alt,2002.98527,20021226 1500,191.0,3.4,14.97,0.03,2002-12-26 15:00:00+00:00,2.24,260.0
alt,2003.00726,20030103 1538,253.0,1.2,14.89,0.12,2003-01-03 15:38:00+00:00,3.362333333333334,301.6333364773715
alt,2003.0649,20030124 1630,142.1,0.637,15.21,0.04,2003-01-24 16:30:00+00:00,1.87,270.0
alt,2003.08133,20030130 1625,344.2,6.71,15.63,0.2,2003-01-30 16:25:00+00:00,5.595833333333333,316.0
alt,2003.33094,20030501 1903,230.0,1.1,15.25,0.01,2003-05-01 19:03:00+00:00,0.715,90.29953130439284
alt,2003.34972,20030508 1533,193.0,2.1,15.35,0.05,2003-05-08 15:33:00+00:00,1.623,229.99999999999997
alt,2003.36873,20030515 1407,213.0,1.4,15.44,0.24,2003-05-15 14:07:00+00:00,0.6665,28.39306495590383
alt,2003.38811,20030522 1552,338.0,4.2,15.27,0.06,2003-05-22 15:52:00+00:00,4.302666666666666,8.26663224784822
alt,2003.42631,20030605 1428,53.0,2.4,15.22,0.15,2003-06-05 14:28:00+00:00,1.4733333333333332,30.46318926251014
alt,2003.44837,20030613 1544,22.0,0.1,15.26,0.1,2003-06-13 15:44:00+00:00,1.3873333333333333,132.0
alt,2003.46481,20030619 1543,205.0,13.7,15.16,0.0,2003-06-19 15:43:00+00:00,6.980666666666667,201.28332886598352
alt,2003.48402,20030626 1600,45.0,3.2,15.08,0.13,2003-06-26 16:00:00+00:00,2.62,108.0
alt,2003.50338,20030703 1738,185.0,7.0,15.35,0.38,2003-07-03 17:38:00+00:00,2.2359999999999998,152.9708650902901
alt,2003.52244,20030710 1632,58.0,1.7,15.26,0.07,2003-07-10 16:32:00+00:00,2.876,72.53333417575762
alt,2003.54145,20030717 1506,271.0,3.5,15.29,0.18,2003-07-17 15:06:00+00:00,4.893,204.3997660492705
alt,2003.57997,20030731 1632,107.0,2.9,15.27,0.1,2003-07-31 16:32:00+00:00,2.470666666666667,357.8118519220367
alt,2003.61819,20030814 1520,245.0,6.3,15.08,0.01,2003-08-14 15:20:00+00:00,4.996666666666667,197.33204180384405
alt,2003.64305,20030823 1709,93.0,3.0,16.55,0.26,2003-08-23 17:09:00+00:00,0.576,88.72974870126318
alt,2003.65961,20030829 1811,77.0,2.0,15.36,0.16,2003-08-29 18:11:00+00:00,1.5468333333333333,109.81667148090254
alt,2003.6759,20030904 1653,124.0,2.0,16.39,0.06,2003-09-04 16:53:00+00:00,2.323,137.23330124274182
