site,dec_date,yyyymmdd hhmmss,wind_dir,wind_spd,HCFC142B,HCFC142B_sd,datetime_utc,api_wind_spd,api_wind_dir
brw,2024.816310,20241025 1828,284.000,12.100,21.200,0.030,2024-10-25 18:28:00+00:00,10.097,287.067
brw,2024.824760,20241028 2042,63.000,14.200,21.260,0.040,2024-10-28 20:42:00+00:00,11.945,87.700
brw,2024.843830,20241104 2011,63.000,5.700,21.250,0.010,2024-11-04 20:11:00+00:00,8.198,69.367
brw,2024.865820,20241112 2124,62.000,4.600,21.240,0.010,2024-11-12 21:24:00+00:00,6.730,49.000
brw,2024.906590,20241127 1930,247.000,2.700,21.310,0.070,2024-11-27 19:30:00+00:00,2.910,218.000
brw,2024.934340,20241207 2314,67.000,7.200,21.300,0.100,2024-12-07 23:14:00+00:00,7.050,68.000
brw,2024.944960,20241211 2031,74.000,5.700,21.250,0.040,2024-12-11 20:31:00+00:00,7.202,94.967
brw,2024.958450,20241216 1902,67.000,9.100,21.270,0.080,2024-12-16 19:02:00+00:00,9.083,79.033
brw,2024.988700,20241227 2045,289.700,5.200,21.380,0.210,2024-12-27 20:45:00+00:00,5.643,306.000
brw,2024.996810,20241230 2000,84.800,4.600,21.250,0.020,2024-12-30 20:00:00+00:00,4.440,113.000
brw,2025.024060,20250109 1847,58.400,4.600,21.270,0.040,2025-01-09 18:47:00+00:00,5.985,66.567
brw,2025.065280,20250124 1952,201.000,9.600,21.100,0.040,2025-01-24 19:52:00+00:00,9.066,192.945
brw,2025.076710,20250128 2357,72.000,5.000,21.200,0.050,2025-01-28 23:57:00+00:00,4.070,225.000
brw,2025.101370,20250206 2359,256.000,8.100,21.210,0.030,2025-02-06 23:59:00+00:00,9.450,260.000
brw,2025.115140,20250212 0040,48.000,4.400,21.070,0.050,2025-02-12 00:40:00+00:00,4.803,76.003
brw,2025.139530,20250220 2216,58.300,9.800,21.120,0.020,2025-02-20 22:16:00+00:00,6.025,48.467
brw,2025.155650,20250226 1928,71.000,5.600,21.120,0.020,2025-02-26 19:28:00+00:00,4.456,73.000
brw,2025.169460,20250303 2030,76.000,9.900,21.040,0.010,2025-03-03 20:30:00+00:00,8.285,87.500
brw,2025.199550,20250314 2001,69.000,12.500,21.100,0.020,2025-03-14 20:01:00+00:00,12.691,71.983
brw,2025.208010,20250317 2209,74.000,8.000,21.040,0.030,2025-03-17 22:09:00+00:00,8.074,70.850
brw,2025.226730,20250324 1810,67.000,7.200,21.090,0.020,2025-03-24 18:10:00+00:00,7.717,80.500
